<ID>;<Name>;ATPD_PICT_EUROFEUILLE;ATPD_PICT_AB_AGRI_BIO;photo_id;media_url
P02000000000GA8;AUCHAN BIO FARINE T65 1KG;Oui;;MEDIASTEP78707473;https://media.auchan.fr/MEDIASTEP78707473_0x0/
P02000000000GA5;AUCHAN BIO FARINEDE BLE SEMICOMPLETE 1KG;Oui;;MEDIASTEP79158237;https://media.auchan.fr/MEDIASTEP79158237_0x0/
P02000000000GA9;AUCHAN BIO FARINE D EPEAUTRE1 KG;Oui;;MEDIASTEP78432029;https://media.auchan.fr/MEDIASTEP78432029_0x0/
P02000000000GDG;AUCHAN BIO SIROP D ERABLE 250G;Oui;;MEDIASTEP78432998;https://media.auchan.fr/MEDIASTEP78432998_0x0/
P02000000000GKY;AUCHAN BIO HUILE D OLIVE EXTRAVIERGE 1L;Oui;;MEDIASTEP80712562;https://media.auchan.fr/MEDIASTEP80712562_0x0/
P02000000000GL3;AUCHAN BIO HUILE D OLIVE EXTRAVIERGE 500ML;Oui;;MEDIASTEP80712563;https://media.auchan.fr/MEDIASTEP80712563_0x0/
P02000000000H7R;AUCHAN BIOD PUREE2X125G;Oui;;MEDIASTEP80202771;https://media.auchan.fr/MEDIASTEP80202771_0x0/
P02000000000H9C;BIOL DADDY PROFIL PACK PURECANNE KRAFT 750G;Oui;Oui;MEDIASTEP92859627;https://media.auchan.fr/MEDIASTEP92859627_0x0/
P02000000000HMD;BIO KARMAKARMA FLOCONS AVOINESABRICOT CASHEW NUTS 85G;Oui;;MEDIASTEP80202869;https://media.auchan.fr/MEDIASTEP80202869_0x0/
P02000000000HMN;BIOL KELLOGG S CEREALES EXTRABIO NATURE 375G;Oui;Oui;MEDIASTEP81873124;https://media.auchan.fr/MEDIASTEP81873124_0x0/
P02000000000HMO;BIOL KELLOGG S CEREALES EXTRABIO FRUITS 375G;Oui;Oui;MEDIASTEP89759284;https://media.auchan.fr/MEDIASTEP89759284_0x0/
P02000000000HM5;BIO KARMAKARMA FLOCONS AVOINESCHOCOLATE CRANBERRIES 85G;Oui;;MEDIASTEP80100215;https://media.auchan.fr/MEDIASTEP80100215_0x0/
P02000000000HMF;BIO KARMAKARMA FLOCONS AVOINESBERRIES ALMONDS 85G;Oui;;MEDIASTEP80009774;https://media.auchan.fr/MEDIASTEP80009774_0x0/
P02000000000HMM;BIOL KELLOGG S CEREALES EXTRABIO DARK CHOCOLATE 375G;Oui;;MEDIASTEP81873123;https://media.auchan.fr/MEDIASTEP81873123_0x0/
P02000000000HME;BIO KARMAKARMA FLOCONS AVOINESPECAN HAZELNUTS 85G;Oui;;MEDIASTEP80202868;https://media.auchan.fr/MEDIASTEP80202868_0x0/
P02000000000HPZ;CARAMBAR SUCETTES CARAMEL 156G;;Oui;MEDIASTEP102788781;https://media.auchan.fr/MEDIASTEP102788781_0x0/
P02000000000HTD;BIO CAPTAIN KOMBUCHA ANANASPECHE 40CL;Oui;;MEDIASTEP78073014;https://media.auchan.fr/MEDIASTEP78073014_0x0/
P02000000000HTG;BIO CAPTAIN KOMBUCHA GINGEMBRECITRON 40 CL;Oui;;MEDIASTEP78073017;https://media.auchan.fr/MEDIASTEP78073017_0x0/
P02000000000HZP;REG BIO LA PETITE FABRIQUE PROVENCALE CAFE GOURMAND 210G;Oui;Oui;MEDIASTEP140283030;https://media.auchan.fr/MEDIASTEP140283030_0x0/
P02000000000I4E;AUCHAN BIO CREPE DENTELLE 85G;Oui;;MEDIASTEP81400041;https://media.auchan.fr/MEDIASTEP81400041_0x0/
P02000000000IGQ;AUCHAN BIO CORNICHONS AIGREDOUX BOCAL 360G;;;MEDIASTEP80712636;https://media.auchan.fr/MEDIASTEP80712636_0x0/
P02000000000II5;AUCHAN BIO HUILE DE COLZA FRUITEE NOISETTES 250ML;Oui;;MEDIASTEP88589015;https://media.auchan.fr/MEDIASTEP88589015_0x0/
P02000000000II4;AUCHAN BIOD BARQUETTE ABRICOT120G;Oui;;MEDIASTEP90210056;https://media.auchan.fr/MEDIASTEP90210056_0x0/
P02000000000IGX;AUCHAN BIO SAUCE SOJA 150ML;Oui;;MEDIASTEP89856633;https://media.auchan.fr/MEDIASTEP89856633_0x0/
P02000000000IHS;AUCHAN BIO HUILE DE COLZA FRUITEE NOIX 250ML;Oui;;MEDIASTEP85896387;https://media.auchan.fr/MEDIASTEP85896387_0x0/
P02000000000IHN;AUCHAN BIOD HUILE VIERGE DENOIX DE COCO 180ML;Oui;;MEDIASTEP89863222;https://media.auchan.fr/MEDIASTEP89863222_0x0/
P02000000000IIB;AUCHAN BIO HUILE VIERGE DE LIN250ML;Oui;;MEDIASTEP81168431;https://media.auchan.fr/MEDIASTEP81168431_0x0/
P02000000000IIF;AUCHAN BIO HUILE DE COLZA FRUITEE SESAME 250ML;Oui;;MEDIASTEP85896388;https://media.auchan.fr/MEDIASTEP85896388_0x0/
P02000000000IKP;REG BIO BESACIER MIEL ACACIA500G;Oui;Oui;MEDIASTEP97933883;https://media.auchan.fr/MEDIASTEP97933883_0x0/
P02000000000IKO;REG BIO BESACIER MIEL CREMEUX500G;Oui;;MEDIASTEP97933882;https://media.auchan.fr/MEDIASTEP97933882_0x0/
P02000000000IN2;BIO BIOSENS GELULES VEGETALESENERGIE 30X5G;Oui;Oui;MEDIASTEP138348647;https://media.auchan.fr/MEDIASTEP138348647_0x0/
P02000000000IN0;REG BIO LES RUCHERS DU LUBERONMIEL DE TILLEUL 370G;Oui;;MEDIASTEP156330294;https://media.auchan.fr/MEDIASTEP156330294_0x0/
P02000000000INB;BIO LES COMTES DE PROVENCES CARAMEL AU BEURRE SALE 330G;Oui;Oui;MEDIASTEP155336230;https://media.auchan.fr/MEDIASTEP155336230_0x0/
P02000000000INE;BIO NESTLE LRA DEGUSTATION 70%80G;Oui;;MEDIASTEP132026395;https://media.auchan.fr/MEDIASTEP132026395_0x0/
P02000000000INJ;BIO LES COMTES DE PROVENCE CONFITURE DE LAIT 350G;Oui;Oui;MEDIASTEP155336881;https://media.auchan.fr/MEDIASTEP155336881_0x0/
P02000000000IQO;BIOL BENENUTS AMANDES PLAISIRBRUT NON SALEES 100G;;Oui;MEDIASTEP135755744;https://media.auchan.fr/MEDIASTEP135755744_0x0/
P02000000000IQ9;BIOL BENENUTS CAJOU PLAISIRBRUT NON SALEES 88G;;Oui;MEDIASTEP135755763;https://media.auchan.fr/MEDIASTEP135755763_0x0/
P02000000000IQI;BIOL BENENUTS MIX PLAISIR BRUTNON SALEES 120G;Oui;Oui;MEDIASTEP135755786;https://media.auchan.fr/MEDIASTEP135755786_0x0/
P02000000000IWM;AUCHAN BIOD VINAIGRE D ALCOOLBLANC 6% 1L;Oui;;MEDIASTEP81138283;https://media.auchan.fr/MEDIASTEP81138283_0x0/
P02000000000J0R;BIO AUGUREAU BROYE DU POITOU280G;Oui;Oui;MEDIASTEP78849352;https://media.auchan.fr/MEDIASTEP78849352_0x0/
P02000000000J3Y;AUCH BIOD POUDRE CHOCOLATEE32% CACAO 500G;Oui;;MEDIASTEP90478548;https://media.auchan.fr/MEDIASTEP90478548_0x0/
P02000000000J6X;BIOL LE PETIT ST MICHEL 144G;Oui;;MEDIASTEP89226303;https://media.auchan.fr/MEDIASTEP89226303_0x0/
P02000000000J8C;BIOL BENENUTS PLAISIR BRUTCACAHUETES 250G;Oui;Oui;MEDIASTEP135755955;https://media.auchan.fr/MEDIASTEP135755955_0x0/
P02000000000J8J;BIOL KARA LAIT DE COCO 200ML;Oui;Oui;MEDIASTEP138436657;https://media.auchan.fr/MEDIASTEP138436657_0x0/
P02000000000J8O;BIOL KARA CREME DE COCO 200ML;Oui;Oui;MEDIASTEP89652445;https://media.auchan.fr/MEDIASTEP89652445_0x0/
P02000000000JA3;BIO BJORG LAIT DE COCO CUISINELOT 2X20CL;Oui;Oui;MEDIASTEP143910275;https://media.auchan.fr/MEDIASTEP143910275_0x0/
P02000000000J9H;BIO JARDIN BIOLOGIQUE CROUSTIFOURRE CHOCOLAT NOISETTE 170G;Oui;Oui;MEDIASTEP137544176;https://media.auchan.fr/MEDIASTEP137544176_0x0/
P02000000000J9G;BIO BJORG LOT DE 2 AMANDECUISINE 2X20CL;Oui;Oui;MEDIASTEP143910564;https://media.auchan.fr/MEDIASTEP143910564_0x0/
P02000000000JEP;AUCHAN BIO PALETS BRETONS 125G;Oui;;MEDIASTEP84740439;https://media.auchan.fr/MEDIASTEP84740439_0x0/
P02000000000JFR;BIOL LU MARBRE 144G;Oui;;MEDIASTEP89226727;https://media.auchan.fr/MEDIASTEP89226727_0x0/
P02000000000JFW;BIOL LU NAPPE CHOCOLAT NOIR120G;Oui;;MEDIASTEP89226728;https://media.auchan.fr/MEDIASTEP89226728_0x0/
P02000000000JFD;BIOL PRINCE MINI PRINCECHOCOLAT 126G;Oui;;MEDIASTEP156413734;https://media.auchan.fr/MEDIASTEP156413734_0x0/
P02000000000JFT;BIOL LU SABLE 112G;Oui;;MEDIASTEP84801183;https://media.auchan.fr/MEDIASTEP84801183_0x0/
P02000000000JHY;AUCHAN RILLETTES THON MSC OLIVES ET TOMATES BIO 90G;Oui;;MEDIASTEP140054126;https://media.auchan.fr/MEDIASTEP140054126_0x0/
P02000000000JJ1;BIO BJORG BARRE COOKIE CHOCOKID 140G;Oui;Oui;MEDIASTEP138872713;https://media.auchan.fr/MEDIASTEP138872713_0x0/
P02000000000JJC;BIO BJORG CROUSTI ETOILESCHOCO KID 375G;Oui;Oui;MEDIASTEP139651609;https://media.auchan.fr/MEDIASTEP139651609_0x0/
P02000000000JJB;BIO BJORG CRISP AU MIEL KID220G;Oui;Oui;MEDIASTEP143912528;https://media.auchan.fr/MEDIASTEP143912528_0x0/
P02000000000JJ7;BIO BJORG BARQUETTE ABRICOTKID 120G;Oui;Oui;MEDIASTEP139649776;https://media.auchan.fr/MEDIASTEP139649776_0x0/
P02000000000JJ9;BIO BJORG CROC PETALES KID275G;Oui;Oui;MEDIASTEP141130624;https://media.auchan.fr/MEDIASTEP141130624_0x0/
P02000000000JJ5;BIO BJORG BARQUETTE FRAISE KID120G;Oui;Oui;MEDIASTEP139650143;https://media.auchan.fr/MEDIASTEP139650143_0x0/
P02000000000JJ4;BIO BJORG BARRE COOKIE CHOCONOISETTE KID 140G;Oui;Oui;MEDIASTEP138872743;https://media.auchan.fr/MEDIASTEP138872743_0x0/
P02000000000JOO;BIO POM POTES SSA POM FRB POMMIR POM BAN 16X90G FF;Oui;Oui;MEDIASTEP140595157;https://media.auchan.fr/MEDIASTEP140595157_0x0/
P02000000000JSR;BIO PAYSAN D ICI PUREE DEPOMME MONTS DU LYONNAIS 380G;Oui;;MEDIASTEP124056439;https://media.auchan.fr/MEDIASTEP124056439_0x0/
P02000000000JSL;BIO PAYSAN D ICI PUREE POMMEPECHE VIGNE MTS LYONNAIS 380G;Oui;;MEDIASTEP124056442;https://media.auchan.fr/MEDIASTEP124056442_0x0/
P02000000000JST;BIO PAYSAN D ICI PUREE POMMEFRAISE MONTS DU LYONNAIS 380G;Oui;;MEDIASTEP124056440;https://media.auchan.fr/MEDIASTEP124056440_0x0/
P02000000000JSZ;BIO PAYSAN D ICI PUREE POMMEFRAMBOISE MTS DU LYONNAIS 380G;Oui;;MEDIASTEP124056441;https://media.auchan.fr/MEDIASTEP124056441_0x0/
P02000000000JWM;BIO COMTES DE PROVENCE CONFITURE FRAISE FRUITS BAOBAB 350G;Oui;Oui;MEDIASTEP91097798;https://media.auchan.fr/MEDIASTEP91097798_0x0/
P02000000000JY2;BIO BJORG CREME DE COCO LEGERE2X20CL;Oui;Oui;MEDIASTEP143910550;https://media.auchan.fr/MEDIASTEP143910550_0x0/
P02000000000K2J;BIOL WE BIO COMPOTE POMMEVANILLE SSA BOCAL 630G;Oui;Oui;MEDIASTEP129769575;https://media.auchan.fr/MEDIASTEP129769575_0x0/
P02000000000K49;AUC BIO BROWNIE CHOCO PEPITESFAMILIAL 285G;Oui;;MEDIASTEP82431449;https://media.auchan.fr/MEDIASTEP82431449_0x0/
P02000000000K5E;BIOL SUZIWAN NOUILLES AUXOEUFS 250G;Oui;Oui;MEDIASTEP135756268;https://media.auchan.fr/MEDIASTEP135756268_0x0/
P02000000000K9X;BIO COMTES DE PROVENCE CONFITURE CASSIS 75% DE FRUITS 350G;Oui;Oui;MEDIASTEP91097799;https://media.auchan.fr/MEDIASTEP91097799_0x0/
P02000000000KCQ;BIO COMTES PROVENCE CONFITUREORANGE CITRON PAMP 350G;Oui;Oui;MEDIASTEP135850290;https://media.auchan.fr/MEDIASTEP135850290_0x0/
P02000000000KKK;BIO GERBLE SABLES CHOCOLAT NOISETTES 130G;Oui;Oui;MEDIASTEP160138514;https://media.auchan.fr/MEDIASTEP160138514_0x0/
P02000000000KOK;AUCHAN BIOD PENNE BLANCHE 500G;Oui;;MEDIASTEP84157963;https://media.auchan.fr/MEDIASTEP84157963_0x0/
P02000000000KOT;AUCHAN BIOD TORSADE BLANCHE500G;Oui;;MEDIASTEP84157962;https://media.auchan.fr/MEDIASTEP84157962_0x0/
P02000000000KOV;AUCHAN BIO GAUFRES PUR BEURREX8 160G;;;MEDIASTEP81400042;https://media.auchan.fr/MEDIASTEP81400042_0x0/
P02000000000KPY;BIO LA PARENTHESE CHIPS POIVRESEL 125G;Oui;;MEDIASTEP84157957;https://media.auchan.fr/MEDIASTEP84157957_0x0/
P02000000000KPZ;BIO LA PARENTHESE CHIPS SEL DEMER 125G;Oui;Oui;MEDIASTEP84157956;https://media.auchan.fr/MEDIASTEP84157956_0x0/
P02000000000KPS;BIO LA PARENTHESE CHIPS PATATEDOUCE BICOLORE 80G;Oui;Oui;MEDIASTEP128146659;https://media.auchan.fr/MEDIASTEP128146659_0x0/
P02000000000KV5;BIO BJORG NUTRI+ AVOINE SESAME130G;Oui;;MEDIASTEP141721697;https://media.auchan.fr/MEDIASTEP141721697_0x0/
P02000000000KVL;BIO BJORG LES PETITS CURIEUXSABLES CHOCOLAT AU LAIT 192G;Oui;Oui;MEDIASTEP139650417;https://media.auchan.fr/MEDIASTEP139650417_0x0/
P02000000000KXY;BIO VITABIO GOURDE POMME COINGET FLEUR DE SUREAU 4X120G;Oui;Oui;MEDIASTEP132190894;https://media.auchan.fr/MEDIASTEP132190894_0x0/
P02000000000KYD;BIO VITABIO GOURDE POMME ABRICOT OCCITANIE LAVANDE 4X120G;Oui;Oui;MEDIASTEP132242778;https://media.auchan.fr/MEDIASTEP132242778_0x0/
P02000000000KYY;BIO VITABIO COOL FRUITS POIREBANANE LAIT DE COCO 4X85G;Oui;Oui;MEDIASTEP132190974;https://media.auchan.fr/MEDIASTEP132190974_0x0/
P02000000000KYL;BIO VITABIO GOURDE POIRE PROVENCE POMME FLEUR ORANG 4X120G;Oui;Oui;MEDIASTEP132190880;https://media.auchan.fr/MEDIASTEP132190880_0x0/
P02000000000KZF;BIO VITABIO COOL FRUITS BANANEFRAMBOISE LAIT DE COCO 4X85G;Oui;Oui;MEDIASTEP132190943;https://media.auchan.fr/MEDIASTEP132190943_0x0/
P02000000000L86;BIOL JORDANS COUNTRY CRISPFRAMBOISE CASSIS CRANB 400G;Oui;Oui;MEDIASTEP92860534;https://media.auchan.fr/MEDIASTEP92860534_0x0/
P02000000000L8F;BIOL FRANCINE BLE T55 500G;Oui;Oui;MEDIASTEP129477405;https://media.auchan.fr/MEDIASTEP129477405_0x0/
P02000000000LAC;BIO TERRA DELYSSA HUILE OLIVENON FILTREE 750ML;Oui;;MEDIASTEP93372723;https://media.auchan.fr/MEDIASTEP93372723_0x0/
P02000000000LB9;BIO TERRES ET CEREALES CROKFONDANT -30% DE SUCRES 375G;Oui;Oui;MEDIASTEP85980600;https://media.auchan.fr/MEDIASTEP85980600_0x0/
P02000000000LBD;BIO SOLEOU HUILE DOLIVE VIERGEEXTRA CARACTERE 75CL;Oui;Oui;MEDIASTEP133110803;https://media.auchan.fr/MEDIASTEP133110803_0x0/
P02000000000LCW;BIO VERIVAL PORRIDGE CHOCOLATCERISES 350G;Oui;Oui;MEDIASTEP84305496;https://media.auchan.fr/MEDIASTEP84305496_0x0/
P02000000000LDN;AUCHAN BIO BARRE CHOCOLATFOURREE LAIT 125G;Oui;;MEDIASTEP89766004;https://media.auchan.fr/MEDIASTEP89766004_0x0/
P02000000000LDO;AUCHAN BIOD BOUDOIRS 175G;;;MEDIASTEP90210050;https://media.auchan.fr/MEDIASTEP90210050_0x0/
P02000000000LE6;BIO ANCEL MONO DOSE FLAN ENTREMET AU CHOCOLAT 45G;Oui;;MEDIASTEP91395530;https://media.auchan.fr/MEDIASTEP91395530_0x0/
P02000000000LLM;BIOL MONINI HUILE D OLIVE 100%ITALIENNE 50CL;Oui;Oui;MEDIASTEP138088513;https://media.auchan.fr/MEDIASTEP138088513_0x0/
P02000000000LS2;BIO ETHIQUABLE CHOCOLAT NOIRNOISETTES ENTIERES 100G;Oui;Oui;MEDIASTEP85527951;https://media.auchan.fr/MEDIASTEP85527951_0x0/
P02000000000LV7;VAHINE VANILLE BOURBON EXTRAGOURMET EDITION LIMITEE 5G;Oui;Oui;MEDIASTEP91097700;https://media.auchan.fr/MEDIASTEP91097700_0x0/
P02000000000LVI;BIO ETHIQUABLE CHOCOLAT NOIRAMANDES ENTIERES 100G;Oui;Oui;MEDIASTEP138435339;https://media.auchan.fr/MEDIASTEP138435339_0x0/
P02000000000LWN;AUCHAN BIO CHIPS NATURE LISSE6X30G;Oui;;MEDIASTEP88589021;https://media.auchan.fr/MEDIASTEP88589021_0x0/
P02000000000LWQ;AUCHAN BIO CHIPS NATURE PAYSANNE 125G;Oui;;MEDIASTEP88589020;https://media.auchan.fr/MEDIASTEP88589020_0x0/
P02000000000LWC;AUCHAN BIO CHIPS LISSES AROMATISE OLIVES ET HERBES 100G;Oui;;MEDIASTEP88589023;https://media.auchan.fr/MEDIASTEP88589023_0x0/
P02000000000LWI;AUCHAN BIO CHIPS LISSESEPICEES 100G;Oui;;MEDIASTEP88589022;https://media.auchan.fr/MEDIASTEP88589022_0x0/
P02000000000M11;BIOL SUZIWAN SAUCE SOJA 145G;Oui;Oui;MEDIASTEP135756890;https://media.auchan.fr/MEDIASTEP135756890_0x0/
P02000000000M1M;JARDIN BIO SABLES AUX PEPITESTOUT CHOCO 150G;Oui;Oui;MEDIASTEP130374935;https://media.auchan.fr/MEDIASTEP130374935_0x0/
P02000000000M1C;BIO CAUVIN VINAIGRE VIN ROUGE25 CL;Oui;;MEDIASTEP85999852;https://media.auchan.fr/MEDIASTEP85999852_0x0/
P02000000000M1U;JARDIN BIO DESSERT BIO FRUITPOMME BANANE 680G;Oui;Oui;MEDIASTEP142854394;https://media.auchan.fr/MEDIASTEP142854394_0x0/
P02000000000M1R;JARDIN BIO DESSERT FRUITSPOMME FRAISE 680G;Oui;Oui;MEDIASTEP139459176;https://media.auchan.fr/MEDIASTEP139459176_0x0/
P02000000000MBF;AUCH BIOD PATE A TARTINER CACAO NOISETTE 13% SS H PALME 400G;Oui;;MEDIASTEP96484392;https://media.auchan.fr/MEDIASTEP96484392_0x0/
P02000000000MD3;AUCHAN BIOD FOND DE VEAU 90G;Oui;;MEDIASTEP88589018;https://media.auchan.fr/MEDIASTEP88589018_0x0/
P02000000000MD1;AUCHAN BIO JUS DE CITRON VERTBOUTEILLE VERRE 250 ML;Oui;;MEDIASTEP88589017;https://media.auchan.fr/MEDIASTEP88589017_0x0/
P02000000000MD5;AUCHAN BIO HUILE OLIVE VIERGEEXTRA FILIERE FRANCAISE 0.50CL;Oui;;MEDIASTEP101234975;https://media.auchan.fr/MEDIASTEP101234975_0x0/
P02000000000MM1;BIO JARDIN CROUSTI FOURRECHOCOLAT AU LAIT LOT 2 X 170G;Oui;Oui;MEDIASTEP148334243;https://media.auchan.fr/MEDIASTEP148334243_0x0/
P02000000000MLN;BIO JARDIN TARTINETTES CHOCONOISETTES LOT DE 2 X 138G;Oui;Oui;MEDIASTEP93004033;https://media.auchan.fr/MEDIASTEP93004033_0x0/
P02000000000MLP;BIO JARDIN TARTINETTES CHOCONOIR INTENSE LOT DE 2 X 138G;Oui;Oui;MEDIASTEP123948313;https://media.auchan.fr/MEDIASTEP123948313_0x0/
P02000000000MLU;BIOL PASQUIER PITCH POMME X6230G;Oui;;MEDIASTEP160435136;https://media.auchan.fr/MEDIASTEP160435136_0x0/
P02000000000MLZ;BIO JARDIN CROUSTI FOURRECHOCOLAT NOISETTE LOT 2 X 170G;Oui;Oui;MEDIASTEP92860188;https://media.auchan.fr/MEDIASTEP92860188_0x0/
P02000000000MP0;BIOL MATERNE COUPELLES POMMEBANANE POMME PECHE 8X100G;Oui;Oui;MEDIASTEP132864867;https://media.auchan.fr/MEDIASTEP132864867_0x0/
P02000000000N36;BIOL BANANIA 750G;Oui;;MEDIASTEP92860484;https://media.auchan.fr/MEDIASTEP92860484_0x0/
P02000000000NCQ;HAPPY BIO RIZ BASMATI BLANC500G;Oui;Oui;MEDIASTEP90926525;https://media.auchan.fr/MEDIASTEP90926525_0x0/
P02000000000ND5;BIOL LESIEUR SAUCE SALADE EMULSIONNEE NATURE 250ML;Oui;Oui;MEDIASTEP89652409;https://media.auchan.fr/MEDIASTEP89652409_0x0/
P02000000000NDC;BIOL PUGET HUILE OLIVE NON FILTREE 0.75L;Oui;Oui;MEDIASTEP90478638;https://media.auchan.fr/MEDIASTEP90478638_0x0/
P02000000000NDJ;BIOL LESIEUR HUILE VIERGE DETOURNSESOL 0.50L;Oui;Oui;MEDIASTEP89652412;https://media.auchan.fr/MEDIASTEP89652412_0x0/
P02000000000NEM;AUCHAN BIO COOKIE PEPITES CHOCOLAT ET QUINOA 175G;Oui;;MEDIASTEP97958764;https://media.auchan.fr/MEDIASTEP97958764_0x0/
P02000000000NHQ;AUCHAN BIO POUDRE CHOCOLATEENON SUCREE 100% CACAO 250G;Oui;;MEDIASTEP84738625;https://media.auchan.fr/MEDIASTEP84738625_0x0/
P02000000000NIH;BIO TERRES ET CEREALES TARTINECRAQUANTES CAROTTE 150G;Oui;Oui;MEDIASTEP85346808;https://media.auchan.fr/MEDIASTEP85346808_0x0/
P02000000000NI4;BIOL MAGGI BOUILLON POUDRELEGUMES 110G;Oui;Oui;MEDIASTEP132187271;https://media.auchan.fr/MEDIASTEP132187271_0x0/
P02000000000NIT;BIOL MAGGI BOUILLON TABLETTEBOEUF 80G;Oui;Oui;MEDIASTEP132042931;https://media.auchan.fr/MEDIASTEP132042931_0x0/
P02000000000NMB;BIOL MAGGI  BOUILLON POUDREVOLAILLE 110G;Oui;Oui;MEDIASTEP132187406;https://media.auchan.fr/MEDIASTEP132187406_0x0/
P02000000000NMT;NESTLE BIOL DESSERT NOIR 57%CACAO 170G;Oui;Oui;MEDIASTEP132187011;https://media.auchan.fr/MEDIASTEP132187011_0x0/
P02000000000NNU;GERLINEA COOKIE CHOCOLAT SARRASIN TOASTE 138G;Oui;;MEDIASTEP132774488;https://media.auchan.fr/MEDIASTEP132774488_0x0/
P02000000000NNJ;BIOL NESTLE BARRE CHEERIOS4X22G;Oui;Oui;MEDIASTEP132767282;https://media.auchan.fr/MEDIASTEP132767282_0x0/
P02000000000NO2;BIOL CIRIO PULPE DE TOMATES390G;Oui;Oui;MEDIASTEP138346336;https://media.auchan.fr/MEDIASTEP138346336_0x0/
P02000000000NNX;GERLINEA COOKIE CARAMEL AMANDE138G;Oui;Oui;MEDIASTEP91097696;https://media.auchan.fr/MEDIASTEP91097696_0x0/
P02000000000NNK;BIOL NESTLE BARRES NESQUIK4X25G;Oui;Oui;MEDIASTEP132767793;https://media.auchan.fr/MEDIASTEP132767793_0x0/
P02000000000NR2;BIOL ALSA FONDANT CHOCOLAT315G;Oui;;MEDIASTEP85569833;https://media.auchan.fr/MEDIASTEP85569833_0x0/
P02000000000NQY;BIOL ALSA MOELLEUX CITRON PAVOT 375G;Oui;;MEDIASTEP85569834;https://media.auchan.fr/MEDIASTEP85569834_0x0/
P02000000000NRU;GERLINEA GOURDES POMME BANANEMIEL AVOINE 120G;Oui;;MEDIASTEP91395464;https://media.auchan.fr/MEDIASTEP91395464_0x0/
P02000000000NSR;BIO RIGOBIO SBULIZAR BONBONSVEGAN ACIDULES 90G;Oui;Oui;MEDIASTEP96765611;https://media.auchan.fr/MEDIASTEP96765611_0x0/
P02000000000NYC;BIOL COTE D OR NOISETTE NR150G;Oui;;MEDIASTEP135757385;https://media.auchan.fr/MEDIASTEP135757385_0x0/
P02000000000NYF;BIOL COTE D OR AMANDE NOIRSANS GLUTEN 150G;Oui;;MEDIASTEP157607044;https://media.auchan.fr/MEDIASTEP157607044_0x0/
P02000000000NYJ;BIO BELLE SELECTION FARINE DET65 1KG;Oui;Oui;MEDIASTEP87286158;https://media.auchan.fr/MEDIASTEP87286158_0x0/
P02000000000O43;BIO PETITE FABRIQUE PROVENCALECOOKIES CITRON DE MENTON 120G;Oui;Oui;MEDIASTEP133140091;https://media.auchan.fr/MEDIASTEP133140091_0x0/
P02000000000O4G;BIO PETITE FABRIQUE PROVENCALECOOKIES CHOCO NOIR SEL 120G;Oui;Oui;MEDIASTEP133142181;https://media.auchan.fr/MEDIASTEP133142181_0x0/
P02000000000OG5;AUCHAN VENDOME BIO BALLOTINCHOCOLAT 180G;Oui;;MEDIASTEP101109155;https://media.auchan.fr/MEDIASTEP101109155_0x0/
P02000000000P2R;SAUPIQUET FILETS MAQUEREAUXMOUTARDE DOUCE BIO 120G;Oui;Oui;MEDIASTEP133367812;https://media.auchan.fr/MEDIASTEP133367812_0x0/
P02000000000P2Q;SAUPIQUET FILETS MAQUEREAUXHUILE OLIVE BIO 120G;Oui;Oui;MEDIASTEP88388840;https://media.auchan.fr/MEDIASTEP88388840_0x0/
P02000000000P4E;AUCHAN BIO PUREE SSA POMME MORCEAUX BOCAL 560G;Oui;;MEDIASTEP97958758;https://media.auchan.fr/MEDIASTEP97958758_0x0/
P02000000000PNC;BIO BJORG PUREE DE TOMATES 3X200G;Oui;Oui;MEDIASTEP155989547;https://media.auchan.fr/MEDIASTEP155989547_0x0/
P02000000000PRF;BIO CEMOI BTE GOURMANDISES LTET NR 180G;;Oui;MEDIASTEP158495721;https://media.auchan.fr/MEDIASTEP158495721_0x0/
P02000000000Q0J;BIO SUZIWAN LAIT COCO 200 ML;;Oui;MEDIASTEP138873116;https://media.auchan.fr/MEDIASTEP138873116_0x0/
P02000000000Q2A;AUCHAN BIOD PUREE SSA POMMEFRUITS PANACHES GOURDES 12X90G;Oui;;MEDIASTEP103492236;https://media.auchan.fr/MEDIASTEP103492236_0x0/
P02000000000Q3Z;BIO CAUVIN HUILE D OLIVE VESELECTION  G ET M 75CL;Oui;;MEDIASTEP132784785;https://media.auchan.fr/MEDIASTEP132784785_0x0/
P02000000000QGY;BIOL BEGHIN SAY BLONVILLIERSSUCRE ROUX CANNE DOYPACK 500G;Oui;Oui;MEDIASTEP101396551;https://media.auchan.fr/MEDIASTEP101396551_0x0/
P02000000000QHV;BIO THOMAS PRINCE CONFITUREPOMME ORANGETTE EPICES 340G;Oui;Oui;MEDIASTEP151248519;https://media.auchan.fr/MEDIASTEP151248519_0x0/
P02000000000QI0;BIO THOMAS PRINCE CONFITUREPOMME CARAMEL BEURRE SALE 340G;Oui;Oui;MEDIASTEP151248504;https://media.auchan.fr/MEDIASTEP151248504_0x0/
P02000000000QID;BIOL BEGHIN SAY BLONVILLIERSPETITS MORCEAUX 450G;Oui;Oui;MEDIASTEP101396552;https://media.auchan.fr/MEDIASTEP101396552_0x0/
P02000000000R1U;BIOL DADDY SUCRE POUDRE BIOKRAFT 750G;Oui;Oui;MEDIASTEP92859618;https://media.auchan.fr/MEDIASTEP92859618_0x0/
